dataset,group,scene,crop,method,zone,solver_status,predicted_radius_px,hand_reference_radius_px,absolute_drift_px,normalized_drift,within_one_ring,boundary_available,zone_geometry_available,retained_mask_fraction,parameter_json,evaluation_version
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,DenseZone,exact,88.0,90.0777441991,2.07774419911,0.018997225567,True,True,True,0.950192449848,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,SparseZone,exact,113.991227733,109.370928496,4.62029923702,0.0422443084334,True,True,True,0.950192449848,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,CoreZone,exact,40.0,38.2099463491,1.79005365091,0.016366814066,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,DenseZone,exact,104.0,90.0777441991,13.9222558009,0.127293934434,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj1_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,SparseZone,exact,133.958948936,109.370928496,24.5880204402,0.22481312702,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,CoreZone,legacy,33.7220277621,38.8458406778,5.12381291577,0.060787071753,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,DenseZone,legacy,52.9871946307,62.2896460096,9.30245137888,0.110360934082,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,SparseZone,legacy,83.3826696609,84.2911620515,0.908492390613,0.010778026646,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,CoreZone,exact,32.0,38.8458406778,6.84584067783,0.0812165891561,True,True,True,0.95008835826,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,DenseZone,exact,64.0,62.2896460096,1.71035399041,0.0202910239791,True,True,True,0.95008835826,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,SparseZone,exact,92.6552750792,84.2911620515,8.36411302764,0.0992288257045,False,True,True,0.95008835826,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,CoreZone,exact,40.0,38.8458406778,1.15415932217,0.0136925306768,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,DenseZone,exact,80.0,62.2896460096,17.7103539904,0.210109263645,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,SparseZone,exact,117.337121151,84.2911620515,33.0459590994,0.39204536152,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,CoreZone,exact,32.0,38.8458406778,6.84584067783,0.0812165891561,True,True,True,0.95008835826,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,DenseZone,exact,64.0,62.2896460096,1.71035399041,0.0202910239791,True,True,True,0.95008835826,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,SparseZone,exact,92.6552750792,84.2911620515,8.36411302764,0.0992288257045,False,True,True,0.95008835826,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,CoreZone,exact,40.0,38.8458406778,1.15415932217,0.0136925306768,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,DenseZone,exact,80.0,62.2896460096,17.7103539904,0.210109263645,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj2_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,SparseZone,exact,117.337121151,84.2911620515,33.0459590994,0.39204536152,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,CoreZone,legacy,31.1662945733,32.9848450049,1.81855043163,0.0195182317907,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,DenseZone,legacy,68.4790115509,66.8019333951,1.67707815581,0.0179998308581,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,SparseZone,legacy,113.673811282,93.1718841711,20.5019271113,0.220044139857,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,CoreZone,exact,40.0,32.9848450049,7.01515499506,0.0752926170536,True,True,True,0.950095461889,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,DenseZone,exact,72.0,66.8019333951,5.19806660491,0.0557900771371,True,True,True,0.950095461889,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,SparseZone,exact,103.740059765,93.1718841711,10.5681755936,0.113426659637,False,True,True,0.950095461889,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,CoreZone,exact,40.0,32.9848450049,7.01515499506,0.0752926170536,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,DenseZone,exact,96.0,66.8019333951,29.1980666049,0.313378513965,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,SparseZone,exact,126.696487718,93.1718841711,33.5246035466,0.359814592619,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,CoreZone,exact,32.0,32.9848450049,0.984845004941,0.0105701952225,True,True,True,0.950095461889,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,DenseZone,exact,72.0,66.8019333951,5.19806660491,0.0557900771371,True,True,True,0.950095461889,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,SparseZone,exact,103.740059765,93.1718841711,10.5681755936,0.113426659637,False,True,True,0.950095461889,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,CoreZone,exact,32.0,32.9848450049,0.984845004941,0.0105701952225,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,DenseZone,exact,96.0,66.8019333951,29.1980666049,0.313378513965,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj3_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,SparseZone,exact,126.696487718,93.1718841711,33.5246035466,0.359814592619,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,CoreZone,legacy,33.2625251708,31.304951685,1.95757348583,0.0166468816753,True,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,DenseZone,legacy,92.2402423534,78.6622468772,13.5779954762,0.115465031436,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Legacy control,SparseZone,legacy,140.702850072,117.594004932,23.1088451407,0.196513803183,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,CoreZone,exact,32.0,31.304951685,0.695048315003,0.00591057609958,True,True,True,0.950138970774,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,DenseZone,exact,72.0,78.6622468772,6.66224687725,0.0566546473276,True,True,True,0.950138970774,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P95,SparseZone,exact,126.194294641,117.594004932,8.6002897095,0.0731354435499,False,True,True,0.950138970774,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,CoreZone,exact,32.0,31.304951685,0.695048315003,0.00591057609958,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,DenseZone,exact,120.0,78.6622468772,41.3377531228,0.351529426579,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Corrected fixed P100,SparseZone,exact,149.566038926,117.594004932,31.9720339942,0.271884897642,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,CoreZone,exact,32.0,31.304951685,0.695048315003,0.00591057609958,True,True,True,0.950138970774,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,DenseZone,exact,72.0,78.6622468772,6.66224687725,0.0566546473276,True,True,True,0.950138970774,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P95,SparseZone,exact,126.194294641,117.594004932,8.6002897095,0.0731354435499,False,True,True,0.950138970774,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,CoreZone,exact,32.0,31.304951685,0.695048315003,0.00591057609958,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,DenseZone,exact,120.0,78.6622468772,41.3377531228,0.351529426579,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaMenadione,Neurospora crassa × menadione,image29,Image29_obj4_d000273_300_006_2025-12-12_03-05-12_rgb,Retuned P100,SparseZone,exact,149.566038926,117.594004932,31.9720339942,0.271884897642,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":5,""min_resultant"":0.15,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,CoreZone,legacy,0.0,144.263298419,144.263298419,0.525740045725,False,True,False,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,DenseZone,legacy,140.608264566,238.303587885,97.6953233194,0.356031952075,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,SparseZone,legacy,140.608264566,274.400437236,133.79217267,0.48758002727,False,True,False,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,CoreZone,exact,80.0,144.263298419,64.2632984194,0.234195320775,False,True,True,0.950004448003,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,DenseZone,exact,200.0,238.303587885,38.3035878852,0.139590112432,False,True,True,0.950004448003,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,SparseZone,exact,275.408787078,274.400437236,1.00834984229,0.00367473846778,True,True,True,0.950004448003,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,CoreZone,exact,200.0,144.263298419,55.7367015806,0.203121766649,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,DenseZone,exact,312.0,238.303587885,73.6964121148,0.268572502497,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P100,SparseZone,exact,357.191825214,274.400437236,82.7913879783,0.301717405454,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,CoreZone,exact,104.0,144.263298419,40.2632984194,0.146731903291,False,True,True,0.950004448003,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,DenseZone,exact,152.0,238.303587885,86.3035878852,0.314516947402,False,True,True,0.950004448003,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P95,SparseZone,exact,275.408787078,274.400437236,1.00834984229,0.00367473846778,True,True,True,0.950004448003,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,CoreZone,exact,152.0,144.263298419,7.73670158058,0.0281949316791,True,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,DenseZone,exact,296.0,238.303587885,57.6964121148,0.210263557507,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj1_d000273_300_001_2025-12-12_03-00-49_rgb,Retuned P100,SparseZone,exact,357.191825214,274.400437236,82.7913879783,0.301717405454,False,True,True,1.0,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":6,""outer_support_margin"":0.1,""support_weight"":0.5}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,CoreZone,legacy,0.0,82.0731381147,82.0731381147,0.464178498767,False,True,False,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,DenseZone,legacy,105.982398849,130.176802849,24.1944040005,0.136835539441,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Legacy control,SparseZone,legacy,155.976074049,176.813743706,20.8376696572,0.117850961246,False,True,True,1.0,"{""intensity_source"":""detect_mat"",""legacy_mode"":true}",method-b-corrected-v2
NeurosporaXylan,Neurospora crassa × xylan,image29,Image29_obj2_d000273_300_001_2025-12-12_03-00-49_rgb,Corrected fixed P95,CoreZone,exact,32.0,82.0731381147,50.0731381147,0.283197092405,False,True,True,0.949985300603,"{""maximum_gap"":0,""min_crossings"":3,""min_resultant"":0.3,""min_ring_coherence"":0.15,""minimum_segment"":4,""outer_support_margin"":0.0,""support_weight"":4.0}",method-b-corrected-v2
