,ObjectLabel,Bbox_CenterRR,Bbox_CenterCC,Bbox_MinRR,Bbox_MinCC,Bbox_MaxRR,Bbox_MaxCC,Grid_RowNum,Grid_ColNum,Grid_SectionNum,Size_Area,Size_IntegratedIntensity
85,86,1292.5488149,1487.47827314,1259,1456,1327,1520,7,8,92,3544.0,1559.27693255
86,87,1294.35643071,1816.03963111,1259,1782,1331,1851,7,10,94,4012.0,1733.78241255
87,88,1293.87992289,517.094464335,1260,484,1329,550,7,2,86,3631.0,1582.86179451
88,89,1293.54792289,1166.35243008,1260,1134,1328,1200,7,6,90,3683.0,1610.71849765
89,90,1292.85560274,353.704018295,1262,324,1327,385,7,1,85,3061.0,1252.59535882
90,91,1293.41989664,679.614664083,1263,650,1326,710,7,3,87,3096.0,1301.31435412
91,92,1292.88689218,1654.14869626,1263,1625,1327,1683,7,9,93,2838.0,1179.63890353
0,1,139.66953405,686.614695341,110,657,172,716,0,3,3,2790.0,1129.98753137
1,2,148.329387991,361.987875289,113,331,184,394,0,1,1,3464.0,1475.70467529
2,3,147.349030471,535.770698677,115,505,181,567,0,2,2,3249.0,1379.03405176
3,4,151.009992314,1011.07814502,116,977,187,1045,0,5,5,3903.0,1689.92489608
4,5,144.758222735,1968.92960185,120,1947,171,1990,0,11,11,1733.0,673.243068235
5,6,150.330518697,1661.98472055,121,1635,181,1689,0,9,9,2487.0,1018.68668392
6,7,153.323596235,849.657903278,122,820,186,880,0,4,4,3081.0,1270.86746588
7,8,161.589255189,180.008302808,125,146,199,215,0,0,0,4095.0,1776.73377922
8,9,156.358462118,1825.02940068,126,1798,190,1854,0,10,10,2653.0,1104.48080431
9,10,153.064624222,1500.21493538,127,1477,181,1524,0,8,8,2089.0,830.145811373
10,11,154.467358145,1175.38560098,133,1153,178,1198,0,6,6,1639.0,639.12620549
11,12,164.027777778,1339.50722983,135,1311,195,1368,0,7,7,2628.0,1097.93496706
12,13,298.771799117,1990.37720751,264,1958,334,2024,1,11,23,3624.0,1640.9877251
13,14,296.073770492,1339.05096222,266,1312,328,1368,1,7,19,2806.0,1245.37076745
14,15,296.963617464,1501.1950797,266,1473,329,1530,1,8,20,2886.0,1261.02190745
15,16,298.226224329,689.467298578,267,660,331,720,1,3,15,3165.0,1368.65733961
16,17,297.909217391,1664.27373913,267,1637,330,1693,1,9,21,2875.0,1246.01920902
17,18,299.22006591,851.635298425,268,825,330,880,1,4,16,2731.0,1175.64890824
18,19,298.433800889,1176.79096818,268,1148,331,1207,1,6,18,2923.0,1301.09606118
19,20,299.018472469,364.31616341,269,336,330,394,1,1,13,2815.0,1225.74579333
20,21,299.049531981,1014.25117005,271,988,330,1042,1,5,17,2564.0,1061.48036196
21,22,298.795125165,526.785243742,274,508,329,551,1,2,14,1518.0,608.867573333
22,23,307.78797043,166.034946237,277,137,339,197,1,0,12,2976.0,1278.99912157
23,24,461.500461681,363.425669437,429,333,494,394,2,1,25,3249.0,1419.20434549
24,25,461.413084112,170.891277259,430,141,494,202,2,0,24,3210.0,1379.34617686
25,26,460.474117647,1827.27803922,431,1802,491,1854,2,10,34,2550.0,1038.18038235
26,27,461.98015873,690.729076479,432,663,493,719,2,3,27,2772.0,1205.89701137
27,28,461.40997921,1502.66153846,433,1478,491,1529,2,8,32,2405.0,1009.08374902
28,29,460.48043566,1665.56958451,433,1640,490,1692,2,9,33,2479.0,1037.38493216
29,30,461.705279149,1991.48195974,433,1965,492,2018,2,11,35,2633.0,1092.23640863
30,31,461.477633478,852.941798942,436,830,489,877,2,4,28,2079.0,864.749601176
31,32,462.485431556,1341.51841671,437,1319,489,1365,2,7,31,1819.0,704.293629412
32,33,461.071641791,1178.39761194,439,1157,485,1200,2,6,30,1675.0,639.812211765
33,34,598.285873814,1168.61027359,575,1147,623,1191,3,6,42,1791.0,706.091610196
34,35,607.780153692,1333.95656532,577,1305,640,1363,3,7,43,2993.0,1213.85722706
35,36,610.705152079,364.741154562,579,334,643,395,3,1,37,3222.0,1408.13183216
36,37,611.07745098,1017.37941176,579,988,644,1047,3,5,41,3060.0,1332.24790235
37,38,611.016555237,1664.95797517,579,1635,644,1696,3,9,45,3141.0,1331.88023176
38,39,611.598634812,852.298634812,580,824,644,881,3,4,40,2930.0,1206.5018651
39,40,610.547425474,1826.97212544,580,1801,641,1854,3,10,46,2583.0,1074.67090431
40,41,611.863391655,527.152759085,581,498,644,557,3,2,38,2972.0,1225.33574275
41,42,615.88045977,181.652545156,585,152,648,212,3,0,36,3045.0,1348.88728039
42,43,610.575845974,1990.00525088,587,1968,635,2013,3,11,47,1714.0,701.237141569
43,44,621.472644377,699.503039514,593,673,652,728,3,3,39,2632.0,1058.41679255
44,45,635.313700384,1495.71489543,609,1471,664,1521,3,8,44,2343.0,952.110350588
45,46,783.335833333,1993.53166667,750,1961,818,2026,4,11,59,3600.0,1589.74170235
46,47,784.647058824,1667.73099415,755,1639,816,1697,4,9,57,2907.0,1236.8466
47,48,784.709178032,855.467010689,756,828,816,884,4,4,52,2713.0,1118.26625333
48,49,785.170458784,1031.17754569,756,1004,816,1059,4,5,53,2681.0,1119.01771098
49,50,784.7454324,1343.91636216,757,1318,815,1370,4,7,55,2463.0,1001.16613216
50,51,785.547751606,532.793147752,759,507,813,559,4,2,50,2335.0,961.432164706
51,52,784.418842225,1181.20885358,760,1159,809,1205,4,6,54,1762.0,637.32582902
52,53,779.133768352,364.778140294,762,352,802,379,4,1,49,613.0,204.831876471
53,54,788.443010753,709.498494624,762,684,817,737,4,3,51,2325.0,956.319264314
54,55,784.413675214,170.151282051,764,151,806,190,4,0,48,1170.0,408.451360784
55,56,795.382253838,1836.44402845,767,1809,825,1864,4,10,58,2671.0,1142.9976098
56,57,921.989270386,1505.81974249,890,1476,955,1536,5,8,68,3262.0,1385.88038706
57,58,920.63372093,1987.0379617,890,1958,952,2016,5,11,71,2924.0,1215.33069529
58,59,922.187029152,1667.98231248,891,1639,954,1698,5,9,69,3053.0,1273.51326118
59,60,921.65490744,1831.31714984,892,1803,953,1860,5,10,70,2863.0,1231.78486314
60,61,925.144917582,370.498626374,895,341,956,400,5,1,61,2912.0,1245.09002667
61,62,924.017086715,854.385732593,895,829,955,883,5,4,64,2341.0,927.52714549
62,63,923.575038285,1017.78254211,895,991,953,1046,5,5,65,2612.0,1077.6467102
63,64,924.008557457,182.778321108,896,156,953,210,5,0,60,2454.0,1051.23469686
64,65,922.124044944,1348.21348315,896,1324,949,1373,5,7,67,2225.0,911.973763922
65,66,923.350249207,1181.1563208,897,1157,952,1206,5,6,66,2207.0,938.2667
66,67,915.370600414,536.730848861,898,519,937,557,5,2,62,966.0,355.281635294
67,68,1102.15705827,1016.33530695,1070,986,1136,1048,6,5,77,3209.0,1368.62224353
68,69,1103.44316731,1830.15485313,1072,1800,1136,1861,6,10,82,3132.0,1301.94479725
69,70,1103.69538362,1992.96879064,1072,1963,1135,2023,6,11,83,3076.0,1263.42180549
70,71,1103.47285223,1504.37216495,1073,1476,1135,1534,6,8,80,2910.0,1250.81706588
71,72,1098.39260077,193.164549972,1074,168,1124,221,6,0,72,1811.0,665.782064706
72,73,1104.0212305,1179.25779896,1077,1154,1133,1206,6,6,78,2308.0,937.242901569
73,74,1103.41975861,1342.43674564,1077,1318,1131,1368,6,7,79,2237.0,899.110956471
74,75,1101.22118198,692.346986542,1079,670,1129,717,6,3,75,1709.0,663.36233098
75,76,1092.76,373.026666667,1089,368,1099,380,6,1,73,75.0,26.5698078431
76,77,1117.10485934,1666.35294118,1091,1640,1146,1693,6,9,81,2346.0,931.883829412
77,78,1261.95534468,184.168852917,1228,151,1296,218,7,0,84,3583.0,1502.57898392
78,79,1259.48495734,854.552761563,1228,833,1291,879,7,4,88,2227.0,902.903548627
79,80,1267.15518192,1016.37982359,1233,985,1301,1050,7,5,89,3628.0,1510.47077451
80,81,1267.8933229,1993.16171101,1234,1960,1303,2027,7,11,95,3834.0,1635.08310275
81,82,1270.21957305,1831.59606321,1236,1799,1306,1865,7,10,94,3607.0,1481.77861255
82,83,1271.23774053,534.045003104,1238,504,1305,565,7,2,86,3222.0,1344.11076431
83,84,1270.42822823,1182.3981982,1238,1152,1304,1216,7,6,90,3330.0,1390.18338275
84,85,1267.68508047,1339.45672031,1238,1310,1298,1364,7,7,91,2299.0,946.101003137
85,86,1268.99343401,1503.61950098,1239,1474,1301,1534,7,8,92,3046.0,1279.63350471
86,87,1270.65009488,695.762049336,1241,669,1300,724,7,3,87,2635.0,1056.57995882
87,88,1269.66465485,1668.66993587,1241,1640,1300,1697,7,9,93,2651.0,1038.60977843
88,89,1269.51971038,370.715205149,1242,343,1298,399,7,1,85,2486.0,995.39152549
0,1,192.544520548,355.769121005,158,324,228,388,0,1,1,3504.0,1501.36994078
1,2,199.363830355,175.076553748,165,143,236,208,0,0,0,3749.0,1652.9227498
2,3,196.72557031,678.729996595,165,649,230,708,0,3,3,2937.0,1195.5431102
3,4,198.81749528,528.617998741,166,499,232,559,0,2,2,3178.0,1350.63794902
4,5,218.343932167,1001.02570217,181,968,255,1035,0,5,5,3774.0,1621.55943176
5,6,217.408255159,841.852532833,186,815,249,872,0,4,4,2665.0,1085.68020431
6,7,227.812903226,1163.33935484,206,1144,251,1186,0,6,6,1550.0,581.221490588
7,8,237.61284599,1645.17672108,206,1618,270,1673,0,9,9,2818.0,1126.82860392
8,9,240.006175381,1325.8546727,210,1299,268,1354,0,7,7,2429.0,995.655481569
9,10,237.283295195,1484.77940503,210,1461,269,1510,0,8,8,2185.0,853.518643137
10,11,244.92405765,1947.17461197,218,1927,275,1973,0,10,10,1804.0,646.680081569
11,12,346.386649042,352.435228024,314,325,380,382,1,1,13,3026.0,1339.85422471
12,13,349.866575902,156.265486726,318,127,382,187,1,0,12,2938.0,1278.39032627
13,14,356.161695906,675.205555556,322,646,392,706,1,3,15,3420.0,1495.06406157
14,15,354.155196963,517.60844803,325,494,388,542,1,2,14,2107.0,876.583301961
15,16,361.387314874,836.45235029,328,808,394,866,1,4,16,3106.0,1342.63052784
16,17,367.399079048,997.777052955,337,973,398,1024,1,5,17,2606.0,1080.30865765
17,18,371.591304348,1158.58132045,340,1130,406,1187,1,6,18,3105.0,1371.87652471
18,19,375.396162908,1319.32817233,344,1292,409,1347,1,7,19,2971.0,1309.74813608
19,20,381.891574135,1479.62018289,350,1452,416,1508,1,8,20,3062.0,1317.79505882
20,21,388.282913165,1641.07808123,356,1615,421,1668,1,9,21,2856.0,1209.48542431
21,22,400.522567984,1964.21979254,367,1933,435,1999,1,11,23,3567.0,1486.42511686
22,23,540.613294798,1311.03063584,515,1292,569,1334,2,7,31,1730.0,668.112630588
23,24,544.715623829,1474.42712626,515,1448,576,1501,2,8,32,2669.0,1113.34404706
24,25,550.113480304,1635.16660643,520,1609,582,1662,2,9,33,2767.0,1142.57770549
25,26,563.120577617,1957.49891697,534,1931,595,1986,2,10,34,2770.0,1068.68123647
26,27,660.657909931,158.391166282,627,128,695,190,2,0,24,3464.0,1583.38612039
27,28,660.090960135,339.161706906,627,308,696,371,2,1,25,3562.0,1579.30677725
28,29,666.689352692,500.706896552,634,471,701,531,2,2,26,3306.0,1369.58437333
29,30,676.700803213,824.128179384,644,797,711,853,2,4,28,2988.0,1248.76706471
30,31,673.12150483,1137.80172852,647,1116,701,1160,2,6,30,1967.0,785.912948235
31,32,682.674675325,987.383441558,650,960,717,1015,3,5,41,3080.0,1351.12499608
32,33,681.991525424,670.878884181,652,644,714,698,3,3,39,2832.0,1154.4820302
33,34,688.596958175,1300.31558935,658,1274,721,1328,3,7,43,2893.0,1176.83847529
34,35,703.439811912,1627.95047022,671,1600,738,1657,3,9,45,3190.0,1333.05169373
35,36,713.307039441,1949.09735397,689,1927,742,1974,3,10,46,2003.0,804.612883529
36,37,721.878198899,1459.65306122,690,1432,756,1489,3,8,44,3087.0,1262.30529529
37,38,831.129317981,339.24003543,806,323,856,357,3,1,37,1129.0,389.866120784
38,39,826.298490128,146.341463415,808,126,849,162,3,0,36,861.0,298.94336902
39,40,840.720582599,498.593714067,812,473,871,525,3,2,38,2609.0,1086.68126118
40,41,848.495765702,674.107621736,818,647,880,702,3,3,39,2834.0,1195.37903373
41,42,850.352553542,819.871169687,819,792,884,848,3,4,40,3035.0,1264.79420235
42,43,855.181262729,994.077053632,824,966,888,1022,3,5,41,2946.0,1252.09519529
43,44,969.177777778,145.47797271,940,120,1000,173,4,0,48,2565.0,1120.15716667
44,45,974.699592075,331.120629371,941,301,1010,362,4,1,49,3432.0,1502.66172039
45,46,973.122369447,499.870615744,951,481,998,520,4,2,50,1283.0,492.082476471
46,47,988.070970043,813.269614836,958,786,1018,844,4,4,52,2804.0,1152.99338471
47,48,995.321003135,974.45830721,963,946,1029,1004,4,5,53,3190.0,1353.89938784
48,49,999.318198329,1135.92517254,968,1109,1031,1163,4,6,54,2753.0,1198.41167216
49,50,972.606060606,635.606060606,969,631,977,642,4,3,51,66.0,23.7789215686
50,51,1004.39395057,1300.83437846,974,1275,1036,1327,4,7,55,2711.0,1133.40683686
51,52,1009.75185578,1456.77412513,974,1426,1046,1488,4,8,56,3772.0,1619.33055412
52,53,1024.78071962,1930.41310251,993,1903,1057,1960,4,10,58,2946.0,1159.18772314
53,54,1152.68837413,326.351835664,1115,304,1190,350,5,1,61,2288.0,952.757713333
54,55,1145.89376054,147.770657673,1120,125,1170,175,5,0,60,1779.0,689.030672941
55,56,1164.04343972,643.621453901,1136,618,1192,669,5,3,63,2256.0,960.839866667
56,57,1175.01544607,965.038348868,1138,934,1213,998,5,5,65,3755.0,1664.77301569
57,58,1158.25641026,500.871794872,1151,494,1167,508,5,2,62,156.0,57.3020776471
58,59,1181.9085277,1126.10896501,1152,1100,1214,1153,5,6,66,2744.0,1159.83517804
59,60,1186.00540123,1287.5628858,1157,1263,1218,1313,5,7,67,2592.0,1093.9679851
60,61,1202.29214107,1767.90502638,1167,1738,1239,1799,5,9,69,3601.0,1503.69269451
61,62,1210.81315346,1607.28094435,1179,1579,1245,1636,6,8,80,2965.0,1223.97168824
62,63,1209.75527638,1925.61708543,1182,1904,1237,1948,6,10,82,1990.0,764.328716863
63,64,1311.55321001,131.707725789,1273,96,1351,169,6,0,72,4595.0,2104.10396039
64,65,1323.66036346,316.11935167,1287,283,1362,349,6,1,73,4072.0,1795.47381647
65,66,1330.45380687,478.551532033,1292,444,1370,513,6,2,74,4308.0,1943.08707216
66,67,1329.54393305,797.923398777,1299,769,1365,829,6,4,76,3107.0,1328.46973804
67,68,1335.51402404,638.845735547,1302,609,1371,669,6,3,75,3494.0,1502.98055529
68,69,1343.45833333,957.110535406,1304,922,1384,993,6,5,77,4632.0,2057.22980196
69,70,1351.0227436,1122.16566914,1314,1089,1390,1155,6,6,78,4177.0,1858.94834431
70,71,1352.44377911,1278.48070526,1317,1250,1383,1308,6,7,79,3006.0,1304.30855686
71,72,1336.45588235,2091.92647059,1330,2088,1342,2097,6,11,83,68.0,17.2887003922
72,73,1366.09867591,1601.58795712,1332,1572,1401,1630,6,8,80,3172.0,1317.99449569
73,74,1371.22549264,1761.64005987,1334,1730,1409,1794,6,9,81,4009.0,1690.02973843
74,75,1381.98993911,1918.92745565,1343,1887,1421,1950,6,10,82,3777.0,1482.02388941
75,76,1546.6010101,801.767676768,1539,794,1555,810,7,4,88,198.0,71.2692615686
