,ObjectLabel,Bbox_CenterRR,Bbox_CenterCC,Bbox_MinRR,Bbox_MinCC,Bbox_MaxRR,Bbox_MaxCC,Grid_RowNum,Grid_ColNum,Grid_SectionNum,Size_Area,Size_IntegratedIntensity
64,65,1211.49132948,333.658959538,1201,327,1221,341,6,1,73,173.0,54.8522898039
65,66,1357.0044898,139.627346939,1328,115,1387,166,7,0,84,2450.0,957.014495686
66,67,1362.3490835,966.39592668,1333,942,1393,992,7,5,89,2455.0,969.81182549
67,68,1363.74136546,1448.6248996,1334,1424,1395,1473,7,8,92,2490.0,971.786532157
68,69,1365.13447338,485.535561601,1335,460,1397,511,7,2,86,2573.0,1021.3500451
69,70,1365.35876369,1772.82785603,1335,1748,1397,1798,7,10,94,2556.0,973.47619098
70,71,1363.77682811,323.234567901,1337,300,1392,346,7,1,85,2106.0,756.739638431
71,72,1365.58207669,646.526066351,1337,623,1395,671,7,3,87,2321.0,890.855170588
72,73,1365.63042485,1129.9428963,1338,1107,1395,1153,7,6,90,2189.0,812.14605451
73,74,1364.20484171,1610.86778399,1339,1589,1392,1633,7,9,93,1611.0,503.213836471
74,75,1367.55231481,1929.325,1340,1906,1397,1952,7,11,95,2160.0,792.76036549
75,76,1362.80598053,1286.95757997,1341,1267,1386,1307,7,7,91,1438.0,469.692932157
76,77,1356.60869565,817.971014493,1352,813,1362,823,7,4,88,69.0,25.1611588235
0,1,12.7,208.14,6,205,20,211,0,0,0,50.0,13.4302827451
1,2,61.4098360656,308.163934426,52,298,71,319,0,1,1,183.0,52.9541117647
2,3,147.808964317,692.706266319,120,668,177,718,0,3,3,2298.0,807.844043922
3,4,148.901480111,1664.18177613,120,1641,180,1688,0,9,9,2162.0,831.100388627
4,5,154.889622642,1015.65943396,122,986,189,1046,0,5,5,3180.0,1313.88294118
5,6,143.635865309,1969.15270164,122,1953,165,1988,0,11,11,1277.0,420.860426275
6,7,153.005483745,1825.61457109,124,1797,184,1854,0,10,10,2553.0,991.244463137
7,8,156.987303958,542.989917849,127,517,189,570,0,2,2,2678.0,1047.33827686
8,9,154.294865008,1503.96135521,128,1483,183,1526,0,8,8,1889.0,711.126472157
9,10,160.087070091,855.912929909,131,831,190,881,0,4,4,2297.0,902.283578039
10,11,162.344569288,1343.8988764,135,1320,192,1367,0,7,7,2136.0,848.249854902
11,12,147.047961631,1185.12470024,138,1165,159,1199,0,6,6,417.0,130.293349412
12,13,294.943785851,1989.5001912,266,1963,326,2018,1,11,23,2615.0,1074.90794471
13,14,297.52016129,1340.7233871,268,1316,328,1366,1,7,19,2480.0,1064.42981294
14,15,296.833872272,1502.19846403,268,1477,327,1528,1,8,20,2474.0,999.561770588
15,16,296.400174368,1664.1146469,268,1641,326,1689,1,9,21,2294.0,917.562778039
16,17,300.975806452,1179.5858871,272,1154,331,1206,1,6,18,2480.0,1043.64245765
17,18,304.509840327,695.301522466,275,669,335,723,1,3,15,2693.0,1099.01467529
18,19,307.370728929,536.276765376,277,515,335,558,1,2,14,1756.0,624.843214902
19,20,304.376419214,856.963318777,277,832,333,883,1,4,16,2290.0,940.366121569
20,21,302.650470219,1018.53187043,278,996,329,1041,1,5,17,1914.0,718.538041569
21,22,308.317911715,374.080220713,281,349,337,400,1,1,13,2356.0,954.854681961
22,23,319.539122569,179.747625509,292,155,348,206,1,0,12,2211.0,784.926003137
23,24,344.871794872,570.935897436,339,568,352,577,2,2,26,78.0,22.3170901961
24,25,459.433686334,1825.28895613,433,1804,487,1847,2,10,34,1983.0,763.971402745
25,26,458.667011375,1991.42812823,433,1971,487,2014,2,11,35,1934.0,733.337042353
26,27,461.212981744,1664.88387424,436,1642,489,1688,2,9,33,1972.0,789.026028627
27,28,463.017054264,1503.37002584,438,1481,489,1526,2,8,32,1935.0,775.818181176
28,29,470.600856698,695.401090343,441,670,503,722,2,3,27,2568.0,1028.94283412
29,30,463.752817431,1343.7866266,442,1325,487,1363,2,7,31,1331.0,453.582824314
30,31,471.516622086,371.412304165,443,345,502,399,2,1,25,2617.0,1062.74985451
31,32,472.971929825,182.405847953,445,155,503,210,2,0,24,2565.0,975.081536078
32,33,467.681873479,857.821776156,445,837,492,879,2,4,28,1644.0,603.551315686
33,34,465.404592241,1181.18527316,446,1162,486,1200,2,6,30,1263.0,416.541132549
34,35,479.440072639,1032.41162228,457,1012,503,1054,2,5,29,1652.0,640.090205098
35,36,601.231714126,1171.45002792,577,1149,627,1194,3,6,42,1791.0,658.146441961
36,37,610.701243339,1664.66039076,579,1638,643,1693,3,9,45,2815.0,1145.57824745
37,38,609.892431809,1335.36650019,580,1309,640,1363,3,7,43,2603.0,1040.66914196
38,39,608.246334311,1825.2913001,580,1802,637,1850,3,10,46,2046.0,766.539347843
39,40,607.694976696,1988.21336095,582,1965,635,2012,3,11,47,1931.0,730.686430196
40,41,616.542709575,1020.84743743,588,994,647,1048,3,5,41,2517.0,1052.01551176
41,42,618.373775433,857.017332329,589,830,650,885,3,4,40,2654.0,1010.21184235
42,43,621.451672179,372.890848953,593,345,652,401,3,1,37,2721.0,1100.8042098
43,44,621.556508765,533.398358821,593,506,652,562,3,2,38,2681.0,1050.25179608
44,45,629.584826535,192.553564621,602,165,659,221,3,0,36,2623.0,1041.75486627
45,46,629.992386923,705.542767577,603,681,659,731,3,3,39,2233.0,864.448799608
46,47,636.482464455,1496.20758294,610,1473,664,1521,3,8,44,2110.0,804.985620392
47,48,779.371392723,1990.8108532,743,1963,815,2020,4,11,59,3188.0,1328.65160196
48,49,785.861005331,1667.42345773,756,1641,817,1695,4,9,57,2626.0,1077.1405302
49,50,791.608916274,860.454874955,761,833,823,889,4,4,52,2759.0,1089.9371149
50,51,788.781466113,1344.8736745,763,1321,817,1370,4,7,55,2169.0,829.951520784
51,52,791.352447552,1034.24055944,766,1010,818,1059,4,5,53,2145.0,857.68109451
52,53,795.837172979,1834.52128075,767,1809,827,1861,4,10,58,2561.0,1052.69087725
53,54,790.25,1183.81218274,768,1163,814,1206,4,6,54,1576.0,504.402319216
54,55,795.860397479,538.491032477,771,514,822,564,4,2,50,2063.0,738.852850588
55,56,797.516743946,714.314786193,774,691,823,740,4,3,51,1941.0,722.700386667
56,57,796.56,361.92,792,356,801,367,4,1,49,75.0,21.9465466667
57,58,914.979396092,1982.16483126,880,1958,950,2008,5,11,71,2815.0,1090.62199216
58,59,922.2338794,1829.16277449,890,1802,955,1858,5,10,70,2869.0,1229.75481569
59,60,924.310496119,1667.2963213,893,1639,957,1697,5,9,69,2963.0,1225.07504196
60,61,925.502113821,1506.21430894,894,1477,958,1536,5,8,68,3075.0,1305.87560706
61,62,926.088410444,1348.72606505,900,1324,954,1374,5,7,67,2183.0,847.251161569
62,63,930.112727273,1022.56909091,903,1000,959,1047,5,5,65,2200.0,892.009095686
63,64,928.516382095,1182.9829257,903,1159,956,1209,5,6,66,2167.0,840.550810588
64,65,931.588505747,862.591954023,905,839,959,886,5,4,64,1740.0,641.446472157
65,66,937.639720968,376.680755027,911,350,965,404,5,1,61,2437.0,971.154560392
66,67,938.884178653,192.251324754,919,173,960,212,5,0,60,1321.0,480.857858431
67,68,938.924528302,550.339622642,935,545,946,559,5,2,62,106.0,30.3714176471
68,69,1096.50835031,1986.99429735,1063,1966,1130,2012,6,11,83,2455.0,926.63285098
69,70,1105.37096161,1827.41353098,1076,1801,1136,1855,6,10,82,2631.0,1074.2164098
70,71,1107.25394598,1504.15819011,1077,1476,1139,1533,6,8,80,2851.0,1211.8588
71,72,1110.5763448,1019.13464751,1079,990,1143,1049,6,5,77,2993.0,1279.21836078
72,73,1108.84604842,1342.74052079,1083,1318,1137,1368,6,7,79,2189.0,826.461182353
73,74,1111.03259005,1180.42152659,1084,1155,1139,1207,6,6,78,2332.0,919.297439216
74,75,1112.71259352,696.950124688,1091,675,1137,721,6,3,75,1604.0,532.350719216
75,76,1119.44016893,1665.9080244,1093,1642,1148,1691,6,9,81,2131.0,800.674349412
76,77,1115.09022556,190.466165414,1101,185,1132,196,6,0,72,266.0,84.0089
77,78,1122.98743719,385.721105528,1110,376,1137,397,6,1,73,398.0,137.077688627
78,79,1259.57956343,1984.8326479,1224,1958,1297,2014,7,11,95,3161.0,1307.35735529
79,80,1272.35033259,1829.50591279,1242,1803,1305,1857,7,10,94,2706.0,1134.74417059
80,81,1272.84494036,1503.99730666,1243,1479,1305,1531,7,8,92,2599.0,1107.29410549
81,82,1276.80829327,1017.97085337,1245,987,1310,1049,7,5,89,3328.0,1406.71902353
82,83,1273.21069692,1668.24203133,1245,1646,1303,1691,7,9,93,1851.0,688.189495294
83,84,1277.69263914,1183.88689408,1247,1158,1309,1212,7,6,90,2785.0,1169.90877137
84,85,1273.46638905,1339.95359905,1249,1319,1299,1363,7,7,91,1681.0,652.780960392
85,86,1275.55421024,858.405613649,1252,834,1305,883,7,4,88,1817.0,700.903187451
86,87,1278.74931756,192.723384895,1253,169,1306,220,7,0,84,2198.0,850.805257255
87,88,1284.24046921,537.389703486,1254,507,1317,569,7,2,86,3069.0,1276.01476745
88,89,1282.80874722,697.833209785,1255,670,1313,727,7,3,87,2698.0,1096.89512275
89,90,1285.31565282,375.355712166,1257,346,1315,405,7,1,85,2696.0,1054.61331216
0,1,166.971740208,677.949925632,143,654,193,704,0,3,3,2017.0,681.190497255
1,2,174.975972927,1654.78849408,143,1627,209,1682,0,9,9,2955.0,1097.62506588
2,3,174.214313649,351.448181463,146,325,203,380,0,1,1,2557.0,957.662424706
3,4,174.657004831,526.673510467,146,501,203,554,0,2,2,2484.0,930.457878431
4,5,176.865821095,1003.21795728,146,974,209,1032,0,5,5,2996.0,1174.38290549
5,6,180.251798561,1816.48757358,147,1788,216,1845,0,10,10,3058.0,1177.28160196
6,7,170.325218477,1960.7752809,147,1940,195,1981,0,11,11,1602.0,556.440946667
7,8,179.216205837,1493.74078341,149,1467,210,1520,0,8,8,2604.0,951.626106275
8,9,180.7375,842.928333333,154,816,209,869,0,4,4,2400.0,902.512019608
9,10,187.29790881,1332.4007542,156,1304,219,1361,0,7,7,2917.0,1123.13546
10,11,188.295936089,171.048627996,157,143,219,201,0,0,0,2879.0,1121.15266902
11,12,178.36695279,1167.32403433,157,1147,202,1189,0,6,6,1398.0,445.878491373
12,13,321.320993228,1330.9282167,294,1307,349,1356,1,7,19,2215.0,923.656384706
13,14,323.432713111,1168.42319342,295,1144,352,1194,1,6,18,2311.0,938.748390196
14,15,322.347382431,1493.31188997,295,1469,351,1518,1,8,20,2254.0,892.395210588
15,16,323.932883241,681.24305004,296,655,354,709,1,3,15,2518.0,1010.83010275
16,17,324.366010078,843.642693541,297,820,353,869,1,4,16,2183.0,876.681563137
17,18,322.973352713,1656.20639535,298,1633,350,1681,1,9,21,2064.0,821.30684902
18,19,324.950023798,1982.17753451,299,1958,352,2007,1,11,23,2101.0,848.73062
19,20,325.939252336,356.545879354,300,331,354,384,1,1,13,2354.0,955.41693451
20,21,324.162983425,1005.70773481,300,984,350,1028,1,5,17,1810.0,667.353087843
21,22,327.182329317,519.155823293,304,500,350,537,1,2,14,1245.0,445.593823922
22,23,335.53417603,158.941011236,309,135,363,184,1,0,12,2136.0,808.688122745
23,24,486.877045908,354.63992016,459,329,517,382,2,1,25,2505.0,1041.31822196
24,25,486.255502805,682.072939145,459,657,515,708,2,3,27,2317.0,950.166960392
25,26,488.157853506,163.969056013,460,137,518,192,2,0,24,2553.0,1022.77822118
26,27,485.011731844,1495.61955307,461,1474,509,1518,2,8,32,1790.0,709.386239608
27,28,484.591893393,1658.13270405,461,1636,509,1681,2,9,33,1801.0,717.62438
28,29,485.16519174,1819.77345133,462,1799,509,1841,2,10,34,1695.0,653.218006667
29,30,485.964509395,844.725121781,464,826,509,865,2,4,28,1437.0,525.978916078
30,31,484.728,1333.0272,464,1314,507,1352,2,7,31,1250.0,443.413524706
31,32,486.488744076,1983.68720379,464,1963,511,2005,2,11,35,1688.0,638.397488627
32,33,484.888482633,1170.45155393,467,1153,504,1189,2,6,30,1094.0,361.321851765
33,34,496.39408867,1018.54679803,481,1004,514,1034,2,5,29,812.0,308.134037255
34,35,621.514202476,1160.4173343,600,1141,644,1180,3,6,42,1373.0,501.858979608
35,36,631.109649123,1325.62061404,604,1301,660,1351,3,7,43,2280.0,897.629352157
36,37,634.439517559,356.521461511,605,328,666,386,3,1,37,2819.0,1182.88849412
37,38,634.815945717,1657.14164546,607,1632,664,1683,3,9,45,2358.0,952.456370588
38,39,635.841772152,518.667325949,608,492,665,546,3,2,38,2528.0,1000.37353176
39,40,634.593967517,844.940603248,608,821,663,870,3,4,40,2155.0,829.594099216
40,41,634.811219947,1008.93276937,608,984,663,1034,3,5,41,2246.0,921.380849412
41,42,633.964646465,1819.50280584,610,1799,660,1843,3,10,46,1782.0,694.320375294
42,43,641.033114993,175.181950509,612,147,672,205,3,0,36,2748.0,1157.55424039
43,44,634.247964934,1981.80400751,612,1961,658,2004,3,11,47,1597.0,619.676203922
44,45,645.521071115,691.296312555,619,667,674,717,3,3,39,2278.0,902.58536549
45,46,658.946619217,1487.91865785,633,1465,685,1512,3,8,44,1967.0,755.849978824
46,47,807.434339315,848.227977162,779,823,837,875,4,4,52,2452.0,996.635473333
47,48,807.293959215,1985.03270489,779,1958,838,2012,4,11,59,2599.0,1084.88065529
48,49,807.771214642,1022.96048253,780,997,837,1050,4,5,53,2404.0,958.655912941
49,50,808.15787354,1660.17478856,780,1634,838,1687,4,9,57,2483.0,1018.32961294
50,51,808.450482478,524.045708481,784,501,835,548,4,2,50,1969.0,728.856668235
51,52,808.281827515,1335.38347023,784,1312,835,1359,4,7,55,1948.0,747.797597255
52,53,811.444593988,701.240915209,785,676,840,727,4,3,51,2229.0,855.700032941
53,54,808.632513661,1172.77322404,788,1153,831,1194,4,6,54,1464.0,481.875533333
54,55,803.841772152,382.439873418,792,373,818,392,4,1,49,316.0,104.675319608
55,56,819.309565217,1828.64173913,793,1804,848,1855,4,10,58,2300.0,955.307702745
56,57,809.196923077,169.621538462,799,160,824,178,4,0,48,325.0,96.0573129412
57,58,945.053338043,1497.96114447,915,1470,976,1527,5,8,68,2831.0,1187.99217961
58,59,945.006964809,1660.16825513,915,1632,975,1689,5,9,69,2728.0,1124.79689255
59,60,944.496573962,1823.07496977,916,1797,974,1850,5,10,70,2481.0,1074.51975529
60,61,946.757824726,361.442488263,918,335,977,388,5,1,61,2556.0,1044.60131373
61,62,944.198108747,1977.92245863,918,1954,971,2003,5,11,71,2115.0,833.482641961
62,63,945.5314979,1009.89174055,919,986,973,1035,5,5,65,2143.0,866.348236471
63,64,944.252682403,1339.50482833,920,1317,969,1363,5,7,67,1864.0,727.07940549
64,65,945.394250513,1172.58983573,921,1149,971,1197,5,6,66,1948.0,747.52620902
65,66,945.689490446,848.058917197,922,824,972,872,5,4,64,1884.0,691.550389412
66,67,926.948275862,530.051724138,923,527,932,536,5,2,62,58.0,18.9499960784
67,68,947.458651026,174.734897361,924,154,972,196,5,0,60,1705.0,662.935433333
68,69,1124.05678233,1008.07807571,1095,982,1155,1035,6,5,77,2536.0,1078.85134118
69,70,1125.83299799,1496.19034205,1097,1470,1155,1523,6,8,80,2485.0,1060.66569608
70,71,1126.92722266,1821.65696302,1098,1795,1157,1849,6,10,82,2542.0,1055.64146471
71,72,1125.28494334,1333.61198057,1100,1311,1151,1357,6,7,79,1853.0,702.812401176
72,73,1125.90973631,1170.3321501,1101,1147,1152,1194,6,6,78,1972.0,777.663986667
73,74,1127.59663121,1983.91799645,1101,1959,1155,2009,6,11,83,2256.0,889.524739608
74,75,1122.96084337,361.835090361,1102,334,1146,386,6,1,73,1328.0,471.279967059
75,76,1123.38516591,683.776837996,1102,663,1146,705,6,3,75,1537.0,556.690135294
76,77,1121.03575077,188.426966292,1103,168,1145,203,6,0,72,979.0,309.863586275
77,78,1139.62317475,1658.18888366,1114,1634,1167,1684,6,9,81,2123.0,825.166016078
78,79,1284.76911076,178.168486739,1256,151,1315,206,7,0,84,2564.0,1061.09600275
79,80,1289.25071839,1007.77801724,1259,980,1321,1036,7,5,89,2784.0,1189.59972667
80,81,1291.38561244,1983.27705768,1260,1954,1324,2013,7,11,95,3086.0,1324.8515451
81,82,1281.83048212,845.34214619,1261,826,1305,864,7,4,88,1286.0,491.633452549
82,83,1289.1509434,1332.00407955,1262,1308,1316,1357,7,7,91,1961.0,769.95887098
83,84,1291.14099217,1494.75829914,1262,1467,1322,1523,7,8,92,2681.0,1140.94547373
84,85,1292.7873444,1823.10926694,1262,1794,1324,1852,7,10,94,2892.0,1221.04312275
85,86,1292.20365332,1173.14457831,1263,1147,1322,1200,7,6,90,2573.0,1077.19480431
86,87,1292.82125422,524.206533984,1264,497,1323,552,7,2,86,2663.0,1123.7327149
87,88,1292.53653356,686.132965166,1265,661,1322,712,7,3,87,2354.0,973.100336078
88,89,1291.0083089,361.720430108,1266,338,1319,388,7,1,85,2046.0,804.676628627
89,90,1291.5644685,1660.82972441,1266,1636,1320,1685,7,9,93,2032.0,769.912607451
0,1,172.460438999,647.304236856,148,622,200,672,0,3,3,1959.0,728.421347059
1,2,181.933923957,322.673311185,151,295,214,351,0,1,1,2709.0,1096.20131529
2,3,180.395841663,495.847660936,152,469,210,523,0,2,2,2501.0,1026.20588353
3,4,183.855606258,971.04041721,152,941,216,1002,0,5,5,3068.0,1301.47215882
4,5,182.783264746,1621.83539095,155,1598,211,1647,0,9,9,2187.0,872.759515294
5,6,186.433388158,810.624588816,158,784,216,838,0,4,4,2432.0,982.659051373
6,7,177.178532311,1930.483023,158,1911,194,1948,0,11,11,913.0,295.017456078
7,8,194.505302558,141.593262633,162,112,228,172,0,0,0,3206.0,1336.97416275
8,9,185.803571429,1461.09654018,162,1440,212,1484,0,8,8,1792.0,702.946195686
9,10,189.173121792,1785.19598693,162,1762,219,1810,0,10,10,2143.0,879.357253333
10,11,186.043866775,1135.7887896,167,1118,206,1155,0,6,6,1231.0,426.788157255
11,12,195.345158198,1300.38542665,170,1276,224,1325,0,7,7,2086.0,863.691685882
12,13,329.610641892,1299.66173986,302,1275,359,1325,1,7,19,2368.0,1041.90325059
13,14,330.310827501,1461.78056814,302,1437,360,1488,1,8,20,2429.0,1023.11171451
14,15,331.173092369,650.235341365,303,625,361,677,1,3,15,2490.0,1056.29939216
15,16,331.041543027,1624.09792285,303,1600,360,1650,1,9,21,2359.0,990.458427451
16,17,332.610847189,1950.55977831,303,1925,363,1978,1,11,23,2526.0,1083.59938902
17,18,331.436871997,324.718654434,304,300,360,350,1,1,13,2289.0,971.195038824
18,19,332.13339342,812.194682289,304,788,360,837,1,4,16,2219.0,932.939207451
19,20,331.783257356,1137.31661832,304,1112,362,1164,1,6,18,2413.0,1034.65631922
20,21,331.632492114,974.505783386,307,952,358,998,1,5,17,1902.0,742.739126667
21,22,332.704778157,483.682593857,311,473,357,494,1,2,14,586.0,216.892867451
22,23,340.442638179,127.814212726,314,104,368,154,1,0,12,2153.0,848.371755686
23,24,493.822742475,323.727610554,464,297,524,351,2,1,25,2691.0,1159.32328745
24,25,493.551069843,132.079935406,465,106,523,158,2,0,24,2477.0,1020.7529149
25,26,494.336768343,651.430338005,466,626,524,677,2,3,27,2426.0,1036.04879137
26,27,493.539134912,1787.45056643,468,1765,520,1811,2,10,34,1942.0,770.523268627
27,28,493.607313196,1625.59565448,469,1603,519,1649,2,9,33,1887.0,777.71388902
28,29,494.329399142,1463.46244635,470,1442,521,1487,2,8,32,1864.0,769.770383922
29,30,494.640043764,1951.78993435,470,1930,520,1974,2,11,35,1828.0,714.895262353
30,31,493.859020311,813.387096774,471,793,518,835,2,4,28,1674.0,647.30862549
31,32,495.324246772,1301.89670014,473,1282,519,1323,2,7,31,1394.0,501.41945451
32,33,493.317557252,1138.84961832,474,1120,515,1158,2,6,30,1310.0,453.928432549
33,34,631.280859917,1128.83980583,610,1109,653,1149,3,6,42,1442.0,533.262356863
34,35,640.620704285,1294.63597794,613,1270,669,1321,3,7,43,2357.0,954.916593333
35,36,643.479830964,325.439492893,615,299,673,353,3,1,37,2603.0,1109.42920588
36,37,644.342470897,1625.14307172,615,1599,675,1653,3,9,45,2663.0,1095.94478784
37,38,644.525919732,977.383779264,616,952,674,1003,3,5,41,2392.0,1013.03715647
38,39,644.959902795,487.333333333,617,462,674,514,3,2,38,2469.0,999.825323922
39,40,645.258244111,812.905353319,617,789,675,838,3,4,40,2335.0,926.613008627
40,41,643.87804878,1787.05620361,618,1766,671,1810,3,10,46,1886.0,746.79670549
41,42,648.680611786,143.315789474,622,119,677,169,3,0,36,2223.0,948.769436471
42,43,642.92459605,1950.40933573,624,1933,662,1970,3,11,47,1114.0,385.143625882
43,44,654.574382022,660.231460674,628,636,682,686,3,3,39,2225.0,902.089191373
44,45,668.329532497,1455.96807298,645,1435,694,1478,3,8,44,1754.0,684.204066667
45,46,817.402703664,1953.43294201,788,1926,849,1982,4,11,59,2811.0,1187.56873333
46,47,818.167489712,816.196707819,791,790,848,843,4,4,52,2430.0,988.224578431
47,48,818.551779935,1628.01739482,791,1602,848,1655,4,9,57,2472.0,1025.94365412
48,49,818.463581834,991.616538132,792,966,847,1018,4,5,53,2334.0,939.458215294
49,50,818.403154263,1304.26909808,793,1281,846,1329,4,7,55,2029.0,776.219270196
50,51,818.84756417,492.968569932,795,470,844,517,4,2,50,1909.0,719.489893333
51,52,821.057713651,670.03718091,798,647,846,694,4,3,51,1802.0,682.799541961
52,53,817.482487491,1141.2494639,798,1121,839,1163,4,6,54,1399.0,453.330095294
53,54,829.624379233,1796.63115124,804,1773,857,1822,4,10,58,2215.0,925.547648235
54,55,819.625874126,349.321678322,810,340,832,358,4,1,49,286.0,89.2167596078
55,56,955.571115974,1466.35995624,926,1440,986,1495,5,8,68,2742.0,1158.48283647
56,57,955.748842593,1628.12924383,927,1602,986,1656,5,9,69,2592.0,1069.73458078
57,58,954.851700123,1791.37279803,927,1766,984,1818,5,10,70,2441.0,1049.70056431
58,59,953.751949318,1946.5994152,928,1924,980,1971,5,11,71,2052.0,803.584015294
59,60,957.812421842,330.620258441,930,305,986,357,5,1,61,2399.0,994.574339608
60,61,956.686700056,815.680022259,930,794,985,841,5,4,64,1797.0,649.827847059
61,62,956.64697609,978.081575246,930,954,983,1004,5,5,65,2133.0,860.043565882
62,63,955.189958592,1308.66097308,930,1287,981,1332,5,7,67,1932.0,748.873085098
63,64,956.975696203,143.70835443,931,121,983,168,5,0,60,1975.0,806.409941961
64,65,956.373224044,1141.30273224,932,1120,982,1164,5,6,66,1830.0,712.452738824
65,66,1135.83281853,976.770656371,1107,950,1166,1005,6,5,77,2590.0,1093.1696451
66,67,1137.00080939,1464.77053824,1109,1438,1167,1492,6,8,80,2471.0,1039.08271922
67,68,1137.07833921,1790.07481394,1109,1763,1167,1818,6,10,82,2553.0,1037.94915961
68,69,1130.17674419,153.631627907,1111,133,1153,173,6,0,72,1075.0,338.562392941
69,70,1137.14540338,1952.49859287,1111,1928,1164,1978,6,11,83,2132.0,823.914357255
70,71,1136.4745671,1302.9280303,1112,1281,1162,1327,6,7,79,1848.0,676.467887843
71,72,1137.62876785,1139.33051296,1113,1116,1164,1163,6,6,78,1891.0,734.411953725
72,73,1126.70212766,659.446808511,1118,654,1137,667,6,3,75,188.0,56.8863768627
73,74,1150.69796557,1626.69953052,1126,1604,1177,1651,6,9,81,1917.0,724.09558902
74,75,1153.07471264,332.25862069,1145,326,1162,340,6,1,73,174.0,59.1441188235
75,76,1295.09738995,145.616673159,1266,118,1325,174,7,0,84,2567.0,1035.56230353
76,77,1293.82150695,815.443306511,1268,799,1319,833,7,4,88,1367.0,520.002530196
77,78,1300.18658055,976.497308934,1270,949,1331,1005,7,5,89,2787.0,1140.45092471
78,79,1301.53190731,1952.26131907,1272,1924,1332,1981,7,11,95,2805.0,1166.06738471
79,80,1303.46153846,1791.39849906,1274,1764,1334,1819,7,10,94,2665.0,1075.92458039
80,81,1304.44658567,493.868035191,1276,468,1334,520,7,2,86,2387.0,964.827315294
81,82,1300.53745072,1299.43758213,1276,1275,1327,1319,7,7,91,1522.0,587.125714902
82,83,1302.47994987,1463.58855472,1276,1438,1331,1490,7,8,92,2394.0,970.341652549
83,84,1303.82726893,1141.87913007,1277,1116,1333,1168,7,6,90,2391.0,970.322749804
84,85,1302.28329694,331.227074236,1278,308,1327,355,7,1,85,1832.0,705.262721569
85,86,1304.36787072,655.689163498,1278,631,1331,681,7,3,87,2104.0,831.281256863
86,87,1303.01412873,1628.0303506,1278,1604,1329,1652,7,9,93,1911.0,689.820456471
0,1,151.868941642,682.615232443,126,659,181,708,0,3,3,2022.0,752.943262745
1,2,158.468593449,359.66628131,129,333,189,387,0,1,1,2595.0,1068.96779922
2,3,162.878808627,1005.9195481,129,978,196,1035,0,5,5,2921.0,1222.8055549
3,4,158.584023179,532.759933775,130,507,188,560,0,2,2,2416.0,987.810203529
4,5,160.173570837,1651.35749793,131,1626,190,1677,0,9,9,2414.0,931.979819608
5,6,166.960723912,1813.20485175,134,1786,198,1841,0,10,10,2597.0,1002.83121059
6,7,157.782952548,1953.55008787,137,1938,180,1971,0,11,11,1138.0,378.914423529
7,8,166.620019436,846.887755102,140,824,195,872,0,4,4,2058.0,821.555936863
8,9,164.796573876,1491.54550321,140,1469,193,1514,0,8,8,1868.0,713.157232549
9,10,171.503343893,179.142555438,141,152,204,207,0,0,0,2841.0,1212.88804275
10,11,164.743371212,1167.03693182,145,1152,185,1186,0,6,6,1056.0,354.497576078
11,12,172.299319728,1332.42700157,147,1309,197,1357,0,7,7,1911.0,764.014889804
12,13,306.054538217,1330.08996815,276,1305,337,1355,1,7,19,2512.0,1087.83558588
13,14,307.047063399,1491.09101517,277,1466,339,1517,1,8,20,2571.0,1055.79886471
14,15,307.770992366,1652.24300254,278,1628,338,1677,1,9,21,2358.0,951.330045882
15,16,309.607589826,846.4016956,279,821,339,872,1,4,16,2477.0,1048.25698157
16,17,310.101519081,685.110040756,280,659,343,712,1,3,15,2699.0,1149.33434627
17,18,308.392542101,1169.32838813,280,1144,340,1194,1,6,18,2494.0,1065.33065569
18,19,309.437436932,1007.77144299,282,986,337,1031,1,5,17,1982.0,765.253745882
19,20,309.433152853,1976.46189088,282,1951,338,2005,1,11,23,2401.0,950.928383137
20,21,311.437192118,361.811986864,283,337,342,387,1,1,13,2436.0,1048.5885098
21,22,312.699346405,527.179375454,289,508,342,546,1,2,14,1377.0,529.160587843
22,23,321.392873887,165.963900609,294,141,350,192,1,0,12,2133.0,846.900760784
23,24,474.942825112,358.972720478,444,334,507,386,2,1,25,2676.0,1166.00321059
24,25,471.128040385,1652.32721432,444,1629,499,1676,2,9,33,2179.0,877.411471373
25,26,471.800945626,1811.843026,444,1790,501,1834,2,10,34,2115.0,798.632737647
26,27,475.146915888,169.149158879,445,144,506,196,2,0,24,2675.0,1126.06460431
27,28,471.020057307,1491.59837631,445,1469,500,1515,2,8,32,2094.0,847.691950588
28,29,473.788778878,684.892326733,446,660,505,710,2,3,27,2424.0,1031.37760078
29,30,472.283040272,846.331253545,448,826,498,868,2,4,28,1763.0,660.824859608
30,31,473.098816264,1975.24704066,449,1953,500,1999,2,11,35,1943.0,699.933648235
31,32,471.929083665,1327.00159363,450,1311,496,1347,2,7,31,1255.0,438.000410196
32,33,470.939577039,1169.16087613,451,1151,493,1189,2,6,30,1324.0,450.514767451
33,34,482.523925385,1020.27656123,463,1003,503,1039,2,5,29,1233.0,482.27463451
34,35,610.496594427,1158.62910217,587,1139,635,1179,3,6,42,1615.0,600.283798431
35,36,620.263552226,1322.07404143,592,1299,650,1346,3,7,43,2269.0,907.557632941
36,37,623.568627451,1650.40837104,593,1625,655,1677,3,9,45,2652.0,1065.46684039
